judge_number,judge_date,transfer_agency,transfer_date,happened_date,who_report,misinformation_place,misinformation_issue,misinformation_content,penalty_or_not,administrative_fine,reason
臺灣臺中地方法院臺中簡易庭裁定109年度中秩字第16號,2020/1/30,臺中市政府警察局霧峰分局,2019/12/25,2019/11/19,,YouTube,批評執政者,據可靠消，民進黨又要用選舉老奧步，奧步事件如下：⑴2020.1.10.日選舉造勢在當天到21：50時左右會招開紀者會再製造國民黨假走路工事件。⑵2020.1.10.日選舉當天在全國開票所用自己人（含非教師公務員）用拖延時間或奧步手段在選票上動手造假。……應對戰法……選舉開票時，全國庶民監督所有開票過程是否有造假異狀？若有，不要怕搜證舉證……,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣高雄地方法院高雄簡易庭裁定109年度雄秩字第26號,2020/1/31,高雄市政府警察局三民第二分局,2020/1/10,2019/11/26,,臉書,選務謠言,重要提醒，冥禁黨無所不用其極，明年大選除了堅持投韓總以外，記得一定要在選票上簽名，才不會被國家機器做掉！請所有韓家軍幫忙分享,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院三重簡易庭裁定109年度重秩字第18號,2020/1/31,新北市政府警察局三重分局,2020/1/15,2019/12/23,,臉書,政治人物謠言,韓導沒有經過父母同意，就對嬰孩又親又抱,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院三重簡易庭裁定109年度重秩字第10號,2020/1/31,新北市政府警察局三重分局,2019/12/31,2019/11/15,,臉書,其他,李減分!針對炒房劣跡，寧願出國串供，不願出面說明,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院三重簡易庭裁定109年度重秩字第6號,2020/1/31,新北市政府警察局三重分局,2019/12/31,2019/10/25,,臉書,政治人物謠言,英語系畢業竟然不會說英語！一個國二化學零分的大草包想當我國總統？當台灣人都白癡嗎？黃金會變綠？只說明蔣家可能早就把黃金偷賣掉換成黃銅了！蔣國賊碰到韓國恥，竊國罪行終於被揭穿,不罰,,超過2個月
臺灣桃園地方法院裁定109年度桃秩字第3號,2020/1/31,桃園市政府警察局蘆竹分局,2019/12/27,2019/12/23,,臉書,施政謠言,今天晚上10點春安開始到2月11號晚上12點止，每天有臨檢及重大違規（全國全面加強取締，如：闖紅燈、無照駕駛、酒後駕車等）取締，騎車要小心,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度壢秩字第22號,2020/1/31,桃園市政府平鎮分局,2020/1/16,2019/12/18,員警,臉書,施政謠言,看看誰在縱容毒品侵入校園，就是垃圾民進黨，難怪許多年輕人會挺垃圾蔡英文，因為那些人都吸了毒，吸了蔡英文的毒,不罰,,是評論非造謠、屬憲法保障言論自由範疇
臺灣臺南地方法院臺南簡易庭秩事裁定109年度南秩字第1號,2020/1/31,臺南市政府警察局第五分局,2019/12/26,2019/12/21,,臉書,施政謠言,蔡政府真的瘋了」國民黨沈智慧提案修法校園毒品零容忍，「一克不能留」!但被民進黨團封殺，把處罰標準放寬到「持有50包各0.1公克，才有刑責處罰】。請問：有哪個家長能接受孩子帶『低於5克』的毒品到學校？…並自己發言po發布：「這就是校園毒犯只要隨身帶0.1克裝49包，被逮沒刑責就對了，簡單幾萬就交保嗎？讓我懷疑是在為校園販毒護航？是誰提議的，建議沈智慧委員將其公布，讓所有的家長一起譴責，並讓他下架，如果是綠色黨，那我真的更懷疑否有…（不能說得太明顯會被檢舉封鎖帳號）那就更應該將它整個下架。,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定109年度中秩字第28號,2020/1/31,桃園市政府警察局中壢分局,2020/1/3,2019/12/15,員警,臉書,政治人物謠言,這是蘇啟誠處長，受到極大的打擊，寫下訣別書，真相，讓台灣人民給他公道，外交部，給他安息,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定109年度中秩字第22號,2020/1/31,臺中市政府警察局第三分局,2019/12/31,2019/12/9,員警,臉書,批評執政者,請問民進黨，到底養呅子重要還是養孩子重要,不罰,,是評論非造謠、屬憲法保障言論自由範疇
臺灣臺中地方法院裁定109年度中秩字第18號,2020/1/31,臺中市政府警察局清水分局,2019/12/26,2019/12/11,員警,LINE,政治人物謠言,蔡易餘的配偶是楊蕙如,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定109年度中秩字第17號,2020/1/31,臺中市政府警察局清水分局,2019/12/25,2019/11/8,員警,LINE,政治人物謠言,小英紐約的律師執照被取消，連美國都知道小英的博士是假的，以下是被紐約最高法院判決的資訊,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度壢秩字第20號,2020/2/3,桃園市政府平鎮分局,2020/1/16,2019/12/26,,臉書,施政謠言,菜政府真的瘋了??國民黨沈智慧提案修法校園毒品零容忍，『一克不能留』!但被民進黨封殺，把處罰標準放寬到『持有50包各0.1公克，才有刑責處罰』,不罰,,非故意散發傳布虛偽事實，正常智識者可判斷真偽，無足以影響公共安寧
臺灣雲林地方法院虎尾簡易庭裁定108年度虎秩字第26號,2020/2/4,雲林縣警察局西螺分局,2019/10/28,2019/9/10,,臉書,生活謠言,雲林～崙背㈠這盤～狗肉是從雲林～崙背這屋內帶出來化驗已經證明這盤肉就是～狗肉這個房子裡面就是聚集這裡的某些鄉民可以在這裡食用～狗肉，狗肉來源是由一位村長提供給村民的，狗而是由村民和村長一起請逃逸外勞宰殺後，宰殺烹煮再讓村民在這個房子裡面歡樂食用村民提供流浪狗給逃逸外勞宰殺的代價是～宰殺不用錢，外勞要求要半隻狗～4 隻手腳還有內臟,不罰,,難認定是故意散播不實事實
臺灣新北地方法院板橋簡易庭裁定108年度板秩字第292號,2020/2/4,新北市政府警察局中和分局,2019/10/2,2019/9/2,,臉書,政治人物謠言,蔡英文他馬上就要下架了。還要換車喔！換一台就要3300萬他做4年還不到就已經換了三台車了現在又要換不是太浪費我們的納稅錢了嗎,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定108年度店秩字第99號,2020/2/4,臺北市政府警察局文山第二分局,2019/10/22,2019/9/1,,臉書,政治人物謠言,民進黨內部已經知道蔡總統假文憑事件將造成選情崩盤，加上政績太差，將加快崩潰速度，所以內部正進行『蔡下賴上』的緊急替代方案,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣苗栗地方法院簡易庭裁定109年度苗秩字第2號,2020/2/4,桃園市政府警察局蘆竹分局,2019/12/31,2019/12/28,,臉書,選務謠言,剛剛有進中選會網站查看，是真的（圖片為中央選舉委員會公告）公投案12/16悄悄於中選會網站公告通過成立，怎麼沒有在各新聞媒體公告？及宣佈投票日期？有無故意偷偷綁在2020.01.11大選中，讓全民措手不及？連公聽會也沒有公告周知？,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣嘉義地方法院裁定109年度朴秩字第1號,2020/2/4,新北市政府警察局土城分局,2019/12/26,2019/11/2,員警,臉書,政治人物謠言,去年時代力量三重、蘆洲區議員參選人陳志明與一名男子以襪子套住生殖器參與裸體遊行照片合成,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院臺北簡易庭裁定109年度北秩字第57號,2020/2/4,臺北市政府警察局大安分局,2020/1/22,2019/12/17,,臉書,選務謠言,綠菜團徵召偏綠人員擔任監票員，並打算讓空白選票流入灌水，用印泥作廢對方選票；選前空白選票流出，事先蓋好成綠選票箱，準備在選日來個貍貓換太子；造假走路工、錄音帶等；收票時，故意毀損藍選票；唱票時故意將藍選票作廢；綠營現有智多星邱義仁操盤，找自己人當主委，找自己人監票,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第34號,2020/2/5,新北市政府警察局永和分局,2020/1/6,2019/12/27,,臉書,施政謠言,據消息，民進黨內部已在籌劃明年1/12的罷免總統案,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第6號,2020/2/5,新北市政府警察局三峽分局,2020/1/2,2019/12/10,,臉書,疾病謠言,台灣新增愛滋以每天約6人的速度持續增加中，其中近九成為男男性行為,罰,2000元,
臺灣彰化地方法院刑事簡易庭裁定109年度秩字第2號,2020/2/5,彰化縣警察局溪湖分局,2019/12/30,2019/12/15,,臉書,政治人物謠言,請大家投給2號韓國瑜、替我賴清德報仇好不好啊?,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺南地方法院新市簡易庭裁定109年度新秩字第3號,2020/2/5,臺南市政府警察局新化分局,2020/1/10,2019/12/22,,臉書,攻擊政治人物,幹！我要買雞蛋去丟他,不罰,,是評論非造謠、屬憲法保障言論自由範疇
臺灣苗栗地方法院簡易庭裁定109年度苗秩字第3號,2020/2/6,苗栗縣警察局苗栗分局,2020/1/8,2019/12/24,,臉書,施政謠言,【毒】看看無恥的民進黨。開放毒品進校園。沒有超過一定的量。學生吸毒無罪。。,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣高雄地方法院高雄簡易庭裁定109年度雄秩字第39號,2020/2/6,高雄市政府警察局鼓山分局,2020/1/28,2019/12/20,,臉書,施政謠言,最新政府政策攻防-校園攜毒免罰,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定109年度豐秩字第5,2020/2/6,臺中市政府警察局豐原分局,2020/1/9,2019/11/13,,臉書,選務謠言,請廣傳（趙德民）…八千位冥盡黨指派的選務人員…,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定109年度豐秩字第2號,2020/2/6,臺中市政府警察局第五分局,2019/12/28,2019/12/22,,臉書,選務謠言,【非常重要】【非常重要】請轉貼我們美國的挺韓族群提醒大家注意還有一種奧步是：『李進勇』叫印票廠商在『2號』『韓』的蓋章處印上一層薄薄的，肉眼難以看出來的蠟或是油脂，讓蓋票章上的紅墨水乾不了，選票一折，很容易就花掉，變成廢票。然而『3號』『小英』的蓋章處則是正常的，容易吸收紅墨水的紙張。如此可製造大量韓粉的票成為廢票，殺人於無形，造成詐菜大勝，還可拿詐菜民調一路領先當佐證。（奧步再升級）破解之道，要蓋印之前，先在『3號』及『2號』用乾淨的手指輕觸感覺一下，蓋章後，再檢查一下，警覺一下，是否有異狀？（注意選票不得汙染破損，否則會成為廢票），只要有一人查覺有異，立即把情況在群組不斷傳播，自然會有人把此訊息快速傳至『韓帥』，由他們來解決，我們『待命』『辦事』『千萬勿妄自行動』！,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第39號,2020/2/6,新北市政府警察局樹林分局,2020/1/8,2019/12/2,,臉書,政治人物謠言,韓導沒有經過父母同意就對嬰孩又親又抱,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定109年度店秩字第20號,2020/2/6,新北市政府警察局新店分局,,2019/12/18,,臉書,選務謠言,這次選舉在投票所使用的是不易乾的油性印台！在此誠摯的呼籲台灣的我們不要太大意讓選票成為廢票，請小心並仔細投下神聖的一票才不會讓綠黨贏票，翻轉台灣-贏回並找回往日的笑容！,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣高雄地方法院鳳山簡易庭裁定108年度鳳秩字第144號,2020/2/7,高雄市政府警察局鳳山分局,2019/12/26,2019/11/15,,臉書,選務謠言,轉自網友我是11/24大安區古亭國小選務人員，說好的明天1/11，還是我們原班人馬做選務。十月初，無聲無息，我打電話去問，我們整批都無預警被換掉了…奇怪的是，往年選務一直都是缺人的，怎麼今年在十月初也沒有對外公告，就一批人取代我們了！？就怕鄉下地方，沒人全程監票。一轉眼整箱票櫃換掉，或是一堆植物人躺床者的票，都被抽出來投給蔡英文，這些做手腳的方法很多、很容易的。」,不罰,,非故意散發傳布虛偽事實，是評論非造謠、屬憲法保障言論自由範疇
臺灣新竹地方法院簡易庭裁定109年度竹秩字第9號,2020/2/7,新竹市警察局第二分局,2019/12/24,2019/11/16,,臉書,選務謠言,非韓～～～不投。。。各位韓粉記得投票當天，，，蓋完票，，，要拿選票給選務人員看，，，展現咱們韓家軍的決心！！！！！,不罰,,重複移送
臺灣臺南地方法院臺南簡易庭裁定109年度南秩字第4號,2020/2/7,臺南市政府警察局第一分局,2019/12/30,2019/12/24,,臉書,施政謠言,最新政府政策攻防-校園攜毒免罰,不罰,,非故意散發傳布虛偽事實，不足以使聽聞者產生畏懼或恐慌之負面心理
